Exp_ID,Model,Data_Type,Context,Image_ID,Morph_Characteristic,Statistical_Metric,prompt_tokens,completion_tokens,total_tokens,compute_time,response,ground_truth,pct_error
EXP010923,gpt-4.1,Raw/Embedded,Zero-shot,5,orientation,range,,,,,,,
EXP010924,gpt-4.1,Raw/Embedded,Zero-shot,5,orientation,min,,,,,,,
EXP010925,gpt-4.1,Raw/Embedded,Zero-shot,5,orientation,max,,,,,,,
EXP010926,gpt-4.1,Raw/Embedded,Zero-shot,5,orientation,IQR,,,,,,,
EXP010927,gpt-4.1,Raw/Embedded,Zero-shot,5,orientation,Q1,,,,,,,
EXP010928,gpt-4.1,Raw/Embedded,Zero-shot,5,orientation,Q3,,,,,,,
EXP010929,gpt-4.1,Raw/Embedded,Zero-shot,5,equivalent_diameter,mean,,,,,,,
EXP010930,gpt-4.1,Raw/Embedded,Zero-shot,5,equivalent_diameter,median,,,,,,,
EXP010931,gpt-4.1,Raw/Embedded,Zero-shot,5,equivalent_diameter,range,,,,,,,
EXP010932,gpt-4.1,Raw/Embedded,Zero-shot,5,equivalent_diameter,min,,,,,,,
EXP010933,gpt-4.1,Raw/Embedded,Zero-shot,5,equivalent_diameter,max,,,,,,,
EXP010934,gpt-4.1,Raw/Embedded,Zero-shot,5,equivalent_diameter,IQR,,,,,,,
EXP010935,gpt-4.1,Raw/Embedded,Zero-shot,5,equivalent_diameter,Q1,,,,,,,
EXP010936,gpt-4.1,Raw/Embedded,Zero-shot,5,equivalent_diameter,Q3,,,,,,,
EXP010937,gpt-4.1,Raw/Embedded,Zero-shot,5,circularity,mean,,,,,,,
EXP010938,gpt-4.1,Raw/Embedded,Zero-shot,5,circularity,median,,,,,,,
EXP010939,gpt-4.1,Raw/Embedded,Zero-shot,5,circularity,range,,,,,,,
EXP010940,gpt-4.1,Raw/Embedded,Zero-shot,5,circularity,min,,,,,,,
EXP010941,gpt-4.1,Raw/Embedded,Zero-shot,5,circularity,max,,,,,,,
EXP010942,gpt-4.1,Raw/Embedded,Zero-shot,5,circularity,IQR,,,,,,,
EXP010943,gpt-4.1,Raw/Embedded,Zero-shot,5,circularity,Q1,,,,,,,
EXP010944,gpt-4.1,Raw/Embedded,Zero-shot,5,circularity,Q3,,,,,,,
EXP010945,gpt-4.1,Raw/Embedded,Zero-shot,6,area,mean,,,,,,,
EXP010946,gpt-4.1,Raw/Embedded,Zero-shot,6,area,median,,,,,,,
EXP010947,gpt-4.1,Raw/Embedded,Zero-shot,6,area,range,,,,,,,
EXP010948,gpt-4.1,Raw/Embedded,Zero-shot,6,area,min,,,,,,,
EXP010949,gpt-4.1,Raw/Embedded,Zero-shot,6,area,max,,,,,,,
EXP010950,gpt-4.1,Raw/Embedded,Zero-shot,6,area,IQR,,,,,,,
EXP010951,gpt-4.1,Raw/Embedded,Zero-shot,6,area,Q1,,,,,,,
EXP010952,gpt-4.1,Raw/Embedded,Zero-shot,6,area,Q3,,,,,,,
EXP010953,gpt-4.1,Raw/Embedded,Zero-shot,6,area_convex,mean,,,,,,,
EXP010954,gpt-4.1,Raw/Embedded,Zero-shot,6,area_convex,median,,,,,,,
EXP010955,gpt-4.1,Raw/Embedded,Zero-shot,6,area_convex,range,,,,,,,
EXP010956,gpt-4.1,Raw/Embedded,Zero-shot,6,area_convex,min,,,,,,,
EXP010957,gpt-4.1,Raw/Embedded,Zero-shot,6,area_convex,max,,,,,,,
EXP010958,gpt-4.1,Raw/Embedded,Zero-shot,6,area_convex,IQR,,,,,,,
EXP010959,gpt-4.1,Raw/Embedded,Zero-shot,6,area_convex,Q1,,,,,,,
EXP010960,gpt-4.1,Raw/Embedded,Zero-shot,6,area_convex,Q3,,,,,,,
EXP010961,gpt-4.1,Raw/Embedded,Zero-shot,6,major_axis_length,mean,,,,,,,
EXP010962,gpt-4.1,Raw/Embedded,Zero-shot,6,major_axis_length,median,,,,,,,
EXP010963,gpt-4.1,Raw/Embedded,Zero-shot,6,major_axis_length,range,,,,,,,
EXP010964,gpt-4.1,Raw/Embedded,Zero-shot,6,major_axis_length,min,,,,,,,
EXP010965,gpt-4.1,Raw/Embedded,Zero-shot,6,major_axis_length,max,,,,,,,
EXP010966,gpt-4.1,Raw/Embedded,Zero-shot,6,major_axis_length,IQR,,,,,,,
EXP010967,gpt-4.1,Raw/Embedded,Zero-shot,6,major_axis_length,Q1,,,,,,,
EXP010968,gpt-4.1,Raw/Embedded,Zero-shot,6,major_axis_length,Q3,,,,,,,
EXP010969,gpt-4.1,Raw/Embedded,Zero-shot,6,minor_axis_length,mean,,,,,,,
EXP010970,gpt-4.1,Raw/Embedded,Zero-shot,6,minor_axis_length,median,,,,,,,
EXP010971,gpt-4.1,Raw/Embedded,Zero-shot,6,minor_axis_length,range,,,,,,,
EXP010972,gpt-4.1,Raw/Embedded,Zero-shot,6,minor_axis_length,min,,,,,,,
EXP010973,gpt-4.1,Raw/Embedded,Zero-shot,6,minor_axis_length,max,,,,,,,
EXP010974,gpt-4.1,Raw/Embedded,Zero-shot,6,minor_axis_length,IQR,,,,,,,
EXP010975,gpt-4.1,Raw/Embedded,Zero-shot,6,minor_axis_length,Q1,,,,,,,
EXP010976,gpt-4.1,Raw/Embedded,Zero-shot,6,minor_axis_length,Q3,,,,,,,
EXP010977,gpt-4.1,Raw/Embedded,Zero-shot,6,eccentricity,mean,,,,,,,
EXP010978,gpt-4.1,Raw/Embedded,Zero-shot,6,eccentricity,median,,,,,,,
EXP010979,gpt-4.1,Raw/Embedded,Zero-shot,6,eccentricity,range,,,,,,,
EXP010980,gpt-4.1,Raw/Embedded,Zero-shot,6,eccentricity,min,,,,,,,
EXP010981,gpt-4.1,Raw/Embedded,Zero-shot,6,eccentricity,max,,,,,,,
EXP010982,gpt-4.1,Raw/Embedded,Zero-shot,6,eccentricity,IQR,,,,,,,
EXP010983,gpt-4.1,Raw/Embedded,Zero-shot,6,eccentricity,Q1,,,,,,,
EXP010984,gpt-4.1,Raw/Embedded,Zero-shot,6,eccentricity,Q3,,,,,,,
EXP010985,gpt-4.1,Raw/Embedded,Zero-shot,6,orientation,mean,,,,,,,
EXP010986,gpt-4.1,Raw/Embedded,Zero-shot,6,orientation,median,,,,,,,
EXP010987,gpt-4.1,Raw/Embedded,Zero-shot,6,orientation,range,,,,,,,
EXP010988,gpt-4.1,Raw/Embedded,Zero-shot,6,orientation,min,,,,,,,
EXP010989,gpt-4.1,Raw/Embedded,Zero-shot,6,orientation,max,,,,,,,
EXP010990,gpt-4.1,Raw/Embedded,Zero-shot,6,orientation,IQR,,,,,,,
EXP010991,gpt-4.1,Raw/Embedded,Zero-shot,6,orientation,Q1,,,,,,,
EXP010992,gpt-4.1,Raw/Embedded,Zero-shot,6,orientation,Q3,,,,,,,
EXP010993,gpt-4.1,Raw/Embedded,Zero-shot,6,equivalent_diameter,mean,,,,,,,
EXP010994,gpt-4.1,Raw/Embedded,Zero-shot,6,equivalent_diameter,median,,,,,,,
EXP010995,gpt-4.1,Raw/Embedded,Zero-shot,6,equivalent_diameter,range,,,,,,,
EXP010996,gpt-4.1,Raw/Embedded,Zero-shot,6,equivalent_diameter,min,,,,,,,
EXP010997,gpt-4.1,Raw/Embedded,Zero-shot,6,equivalent_diameter,max,,,,,,,
EXP010998,gpt-4.1,Raw/Embedded,Zero-shot,6,equivalent_diameter,IQR,,,,,,,
EXP010999,gpt-4.1,Raw/Embedded,Zero-shot,6,equivalent_diameter,Q1,,,,,,,
EXP011000,gpt-4.1,Raw/Embedded,Zero-shot,6,equivalent_diameter,Q3,,,,,,,
EXP011001,gpt-4.1,Raw/Embedded,Zero-shot,6,circularity,mean,,,,,,,
EXP011002,gpt-4.1,Raw/Embedded,Zero-shot,6,circularity,median,,,,,,,
EXP011003,gpt-4.1,Raw/Embedded,Zero-shot,6,circularity,range,,,,,,,
EXP011004,gpt-4.1,Raw/Embedded,Zero-shot,6,circularity,min,,,,,,,
EXP011005,gpt-4.1,Raw/Embedded,Zero-shot,6,circularity,max,,,,,,,
EXP011006,gpt-4.1,Raw/Embedded,Zero-shot,6,circularity,IQR,,,,,,,
EXP011007,gpt-4.1,Raw/Embedded,Zero-shot,6,circularity,Q1,,,,,,,
EXP011008,gpt-4.1,Raw/Embedded,Zero-shot,6,circularity,Q3,,,,,,,
EXP011009,gpt-4.1,Raw/Embedded,Zero-shot,7,area,mean,,,,,,,
EXP011010,gpt-4.1,Raw/Embedded,Zero-shot,7,area,median,,,,,,,
EXP011011,gpt-4.1,Raw/Embedded,Zero-shot,7,area,range,,,,,,,
EXP011012,gpt-4.1,Raw/Embedded,Zero-shot,7,area,min,,,,,,,
EXP011013,gpt-4.1,Raw/Embedded,Zero-shot,7,area,max,,,,,,,
EXP011014,gpt-4.1,Raw/Embedded,Zero-shot,7,area,IQR,,,,,,,
EXP011015,gpt-4.1,Raw/Embedded,Zero-shot,7,area,Q1,,,,,,,
EXP011016,gpt-4.1,Raw/Embedded,Zero-shot,7,area,Q3,,,,,,,
EXP011017,gpt-4.1,Raw/Embedded,Zero-shot,7,area_convex,mean,,,,,,,
EXP011018,gpt-4.1,Raw/Embedded,Zero-shot,7,area_convex,median,,,,,,,
EXP011019,gpt-4.1,Raw/Embedded,Zero-shot,7,area_convex,range,,,,,,,
EXP011020,gpt-4.1,Raw/Embedded,Zero-shot,7,area_convex,min,,,,,,,
EXP011021,gpt-4.1,Raw/Embedded,Zero-shot,7,area_convex,max,,,,,,,
EXP011022,gpt-4.1,Raw/Embedded,Zero-shot,7,area_convex,IQR,,,,,,,
EXP011023,gpt-4.1,Raw/Embedded,Zero-shot,7,area_convex,Q1,,,,,,,
EXP011024,gpt-4.1,Raw/Embedded,Zero-shot,7,area_convex,Q3,,,,,,,
EXP011025,gpt-4.1,Raw/Embedded,Zero-shot,7,major_axis_length,mean,,,,,,,
EXP011026,gpt-4.1,Raw/Embedded,Zero-shot,7,major_axis_length,median,,,,,,,
EXP011027,gpt-4.1,Raw/Embedded,Zero-shot,7,major_axis_length,range,,,,,,,
EXP011028,gpt-4.1,Raw/Embedded,Zero-shot,7,major_axis_length,min,,,,,,,
EXP011029,gpt-4.1,Raw/Embedded,Zero-shot,7,major_axis_length,max,,,,,,,
EXP011030,gpt-4.1,Raw/Embedded,Zero-shot,7,major_axis_length,IQR,,,,,,,
EXP011031,gpt-4.1,Raw/Embedded,Zero-shot,7,major_axis_length,Q1,,,,,,,
EXP011032,gpt-4.1,Raw/Embedded,Zero-shot,7,major_axis_length,Q3,,,,,,,
EXP011033,gpt-4.1,Raw/Embedded,Zero-shot,7,minor_axis_length,mean,,,,,,,
EXP011034,gpt-4.1,Raw/Embedded,Zero-shot,7,minor_axis_length,median,,,,,,,
EXP011035,gpt-4.1,Raw/Embedded,Zero-shot,7,minor_axis_length,range,,,,,,,
EXP011036,gpt-4.1,Raw/Embedded,Zero-shot,7,minor_axis_length,min,,,,,,,
EXP011037,gpt-4.1,Raw/Embedded,Zero-shot,7,minor_axis_length,max,,,,,,,
EXP011038,gpt-4.1,Raw/Embedded,Zero-shot,7,minor_axis_length,IQR,,,,,,,
EXP011039,gpt-4.1,Raw/Embedded,Zero-shot,7,minor_axis_length,Q1,,,,,,,
EXP011040,gpt-4.1,Raw/Embedded,Zero-shot,7,minor_axis_length,Q3,,,,,,,
EXP011041,gpt-4.1,Raw/Embedded,Zero-shot,7,eccentricity,mean,,,,,,,
EXP011042,gpt-4.1,Raw/Embedded,Zero-shot,7,eccentricity,median,,,,,,,
EXP011043,gpt-4.1,Raw/Embedded,Zero-shot,7,eccentricity,range,,,,,,,
EXP011044,gpt-4.1,Raw/Embedded,Zero-shot,7,eccentricity,min,,,,,,,
EXP011045,gpt-4.1,Raw/Embedded,Zero-shot,7,eccentricity,max,,,,,,,
EXP011046,gpt-4.1,Raw/Embedded,Zero-shot,7,eccentricity,IQR,,,,,,,
EXP011047,gpt-4.1,Raw/Embedded,Zero-shot,7,eccentricity,Q1,,,,,,,
EXP011048,gpt-4.1,Raw/Embedded,Zero-shot,7,eccentricity,Q3,,,,,,,
EXP011049,gpt-4.1,Raw/Embedded,Zero-shot,7,orientation,mean,,,,,,,
EXP011050,gpt-4.1,Raw/Embedded,Zero-shot,7,orientation,median,,,,,,,
EXP011051,gpt-4.1,Raw/Embedded,Zero-shot,7,orientation,range,,,,,,,
EXP011052,gpt-4.1,Raw/Embedded,Zero-shot,7,orientation,min,,,,,,,
EXP011053,gpt-4.1,Raw/Embedded,Zero-shot,7,orientation,max,,,,,,,
EXP011054,gpt-4.1,Raw/Embedded,Zero-shot,7,orientation,IQR,,,,,,,
EXP011055,gpt-4.1,Raw/Embedded,Zero-shot,7,orientation,Q1,,,,,,,
EXP011056,gpt-4.1,Raw/Embedded,Zero-shot,7,orientation,Q3,,,,,,,
EXP011057,gpt-4.1,Raw/Embedded,Zero-shot,7,equivalent_diameter,mean,,,,,,,
EXP011058,gpt-4.1,Raw/Embedded,Zero-shot,7,equivalent_diameter,median,,,,,,,
EXP011059,gpt-4.1,Raw/Embedded,Zero-shot,7,equivalent_diameter,range,,,,,,,
EXP011060,gpt-4.1,Raw/Embedded,Zero-shot,7,equivalent_diameter,min,,,,,,,
EXP011061,gpt-4.1,Raw/Embedded,Zero-shot,7,equivalent_diameter,max,,,,,,,
EXP011062,gpt-4.1,Raw/Embedded,Zero-shot,7,equivalent_diameter,IQR,,,,,,,
EXP011063,gpt-4.1,Raw/Embedded,Zero-shot,7,equivalent_diameter,Q1,,,,,,,
EXP011064,gpt-4.1,Raw/Embedded,Zero-shot,7,equivalent_diameter,Q3,,,,,,,
EXP011065,gpt-4.1,Raw/Embedded,Zero-shot,7,circularity,mean,,,,,,,
EXP011066,gpt-4.1,Raw/Embedded,Zero-shot,7,circularity,median,,,,,,,
EXP011067,gpt-4.1,Raw/Embedded,Zero-shot,7,circularity,range,,,,,,,
EXP011068,gpt-4.1,Raw/Embedded,Zero-shot,7,circularity,min,,,,,,,
EXP011069,gpt-4.1,Raw/Embedded,Zero-shot,7,circularity,max,,,,,,,
EXP011070,gpt-4.1,Raw/Embedded,Zero-shot,7,circularity,IQR,,,,,,,
EXP011071,gpt-4.1,Raw/Embedded,Zero-shot,7,circularity,Q1,,,,,,,
EXP011072,gpt-4.1,Raw/Embedded,Zero-shot,7,circularity,Q3,,,,,,,
EXP011073,gpt-4.1,Raw/Embedded,Zero-shot,8,area,mean,,,,,,,
EXP011074,gpt-4.1,Raw/Embedded,Zero-shot,8,area,median,,,,,,,
EXP011075,gpt-4.1,Raw/Embedded,Zero-shot,8,area,range,,,,,,,
EXP011076,gpt-4.1,Raw/Embedded,Zero-shot,8,area,min,,,,,,,
EXP011077,gpt-4.1,Raw/Embedded,Zero-shot,8,area,max,,,,,,,
EXP011078,gpt-4.1,Raw/Embedded,Zero-shot,8,area,IQR,,,,,,,
EXP011079,gpt-4.1,Raw/Embedded,Zero-shot,8,area,Q1,,,,,,,
EXP011080,gpt-4.1,Raw/Embedded,Zero-shot,8,area,Q3,,,,,,,
EXP011081,gpt-4.1,Raw/Embedded,Zero-shot,8,area_convex,mean,,,,,,,
EXP011082,gpt-4.1,Raw/Embedded,Zero-shot,8,area_convex,median,,,,,,,
EXP011083,gpt-4.1,Raw/Embedded,Zero-shot,8,area_convex,range,,,,,,,
EXP011084,gpt-4.1,Raw/Embedded,Zero-shot,8,area_convex,min,,,,,,,
EXP011085,gpt-4.1,Raw/Embedded,Zero-shot,8,area_convex,max,,,,,,,
EXP011086,gpt-4.1,Raw/Embedded,Zero-shot,8,area_convex,IQR,,,,,,,
EXP011087,gpt-4.1,Raw/Embedded,Zero-shot,8,area_convex,Q1,,,,,,,
EXP011088,gpt-4.1,Raw/Embedded,Zero-shot,8,area_convex,Q3,,,,,,,
EXP011089,gpt-4.1,Raw/Embedded,Zero-shot,8,major_axis_length,mean,,,,,,,
EXP011090,gpt-4.1,Raw/Embedded,Zero-shot,8,major_axis_length,median,,,,,,,
EXP011091,gpt-4.1,Raw/Embedded,Zero-shot,8,major_axis_length,range,,,,,,,
EXP011092,gpt-4.1,Raw/Embedded,Zero-shot,8,major_axis_length,min,,,,,,,
EXP011093,gpt-4.1,Raw/Embedded,Zero-shot,8,major_axis_length,max,,,,,,,
EXP011094,gpt-4.1,Raw/Embedded,Zero-shot,8,major_axis_length,IQR,,,,,,,
EXP011095,gpt-4.1,Raw/Embedded,Zero-shot,8,major_axis_length,Q1,,,,,,,
EXP011096,gpt-4.1,Raw/Embedded,Zero-shot,8,major_axis_length,Q3,,,,,,,
EXP011097,gpt-4.1,Raw/Embedded,Zero-shot,8,minor_axis_length,mean,,,,,,,
EXP011098,gpt-4.1,Raw/Embedded,Zero-shot,8,minor_axis_length,median,,,,,,,
EXP011099,gpt-4.1,Raw/Embedded,Zero-shot,8,minor_axis_length,range,,,,,,,
EXP011100,gpt-4.1,Raw/Embedded,Zero-shot,8,minor_axis_length,min,,,,,,,
EXP011101,gpt-4.1,Raw/Embedded,Zero-shot,8,minor_axis_length,max,,,,,,,
EXP011102,gpt-4.1,Raw/Embedded,Zero-shot,8,minor_axis_length,IQR,,,,,,,
EXP011103,gpt-4.1,Raw/Embedded,Zero-shot,8,minor_axis_length,Q1,,,,,,,
EXP011104,gpt-4.1,Raw/Embedded,Zero-shot,8,minor_axis_length,Q3,,,,,,,
EXP011105,gpt-4.1,Raw/Embedded,Zero-shot,8,eccentricity,mean,,,,,,,
EXP011106,gpt-4.1,Raw/Embedded,Zero-shot,8,eccentricity,median,,,,,,,
EXP011107,gpt-4.1,Raw/Embedded,Zero-shot,8,eccentricity,range,,,,,,,
EXP011108,gpt-4.1,Raw/Embedded,Zero-shot,8,eccentricity,min,,,,,,,
EXP011109,gpt-4.1,Raw/Embedded,Zero-shot,8,eccentricity,max,,,,,,,
EXP011110,gpt-4.1,Raw/Embedded,Zero-shot,8,eccentricity,IQR,,,,,,,
EXP011111,gpt-4.1,Raw/Embedded,Zero-shot,8,eccentricity,Q1,,,,,,,
EXP011112,gpt-4.1,Raw/Embedded,Zero-shot,8,eccentricity,Q3,,,,,,,
EXP011113,gpt-4.1,Raw/Embedded,Zero-shot,8,orientation,mean,,,,,,,
EXP011114,gpt-4.1,Raw/Embedded,Zero-shot,8,orientation,median,,,,,,,
EXP011115,gpt-4.1,Raw/Embedded,Zero-shot,8,orientation,range,,,,,,,
EXP011116,gpt-4.1,Raw/Embedded,Zero-shot,8,orientation,min,,,,,,,
EXP011117,gpt-4.1,Raw/Embedded,Zero-shot,8,orientation,max,,,,,,,
EXP011118,gpt-4.1,Raw/Embedded,Zero-shot,8,orientation,IQR,,,,,,,
EXP011119,gpt-4.1,Raw/Embedded,Zero-shot,8,orientation,Q1,,,,,,,
EXP011120,gpt-4.1,Raw/Embedded,Zero-shot,8,orientation,Q3,,,,,,,
EXP011121,gpt-4.1,Raw/Embedded,Zero-shot,8,equivalent_diameter,mean,,,,,,,
EXP011122,gpt-4.1,Raw/Embedded,Zero-shot,8,equivalent_diameter,median,,,,,,,
EXP011123,gpt-4.1,Raw/Embedded,Zero-shot,8,equivalent_diameter,range,,,,,,,
EXP011124,gpt-4.1,Raw/Embedded,Zero-shot,8,equivalent_diameter,min,,,,,,,
EXP011125,gpt-4.1,Raw/Embedded,Zero-shot,8,equivalent_diameter,max,,,,,,,
EXP011126,gpt-4.1,Raw/Embedded,Zero-shot,8,equivalent_diameter,IQR,,,,,,,
EXP011127,gpt-4.1,Raw/Embedded,Zero-shot,8,equivalent_diameter,Q1,,,,,,,
EXP011128,gpt-4.1,Raw/Embedded,Zero-shot,8,equivalent_diameter,Q3,,,,,,,
EXP011129,gpt-4.1,Raw/Embedded,Zero-shot,8,circularity,mean,,,,,,,
EXP011130,gpt-4.1,Raw/Embedded,Zero-shot,8,circularity,median,,,,,,,
EXP011131,gpt-4.1,Raw/Embedded,Zero-shot,8,circularity,range,,,,,,,
EXP011132,gpt-4.1,Raw/Embedded,Zero-shot,8,circularity,min,,,,,,,
EXP011133,gpt-4.1,Raw/Embedded,Zero-shot,8,circularity,max,,,,,,,
EXP011134,gpt-4.1,Raw/Embedded,Zero-shot,8,circularity,IQR,,,,,,,
EXP011135,gpt-4.1,Raw/Embedded,Zero-shot,8,circularity,Q1,,,,,,,
EXP011136,gpt-4.1,Raw/Embedded,Zero-shot,8,circularity,Q3,,,,,,,
EXP011137,gpt-4.1,Raw/Embedded,Zero-shot,9,area,mean,,,,,,,
EXP011138,gpt-4.1,Raw/Embedded,Zero-shot,9,area,median,,,,,,,
EXP011139,gpt-4.1,Raw/Embedded,Zero-shot,9,area,range,,,,,,,
EXP011140,gpt-4.1,Raw/Embedded,Zero-shot,9,area,min,,,,,,,
EXP011141,gpt-4.1,Raw/Embedded,Zero-shot,9,area,max,,,,,,,
EXP011142,gpt-4.1,Raw/Embedded,Zero-shot,9,area,IQR,,,,,,,
EXP011143,gpt-4.1,Raw/Embedded,Zero-shot,9,area,Q1,,,,,,,
EXP011144,gpt-4.1,Raw/Embedded,Zero-shot,9,area,Q3,,,,,,,
EXP011145,gpt-4.1,Raw/Embedded,Zero-shot,9,area_convex,mean,,,,,,,
EXP011146,gpt-4.1,Raw/Embedded,Zero-shot,9,area_convex,median,,,,,,,
EXP011147,gpt-4.1,Raw/Embedded,Zero-shot,9,area_convex,range,,,,,,,
EXP011148,gpt-4.1,Raw/Embedded,Zero-shot,9,area_convex,min,,,,,,,
EXP011149,gpt-4.1,Raw/Embedded,Zero-shot,9,area_convex,max,,,,,,,
EXP011150,gpt-4.1,Raw/Embedded,Zero-shot,9,area_convex,IQR,,,,,,,
EXP011151,gpt-4.1,Raw/Embedded,Zero-shot,9,area_convex,Q1,,,,,,,
EXP011152,gpt-4.1,Raw/Embedded,Zero-shot,9,area_convex,Q3,,,,,,,
EXP011153,gpt-4.1,Raw/Embedded,Zero-shot,9,major_axis_length,mean,,,,,,,
EXP011154,gpt-4.1,Raw/Embedded,Zero-shot,9,major_axis_length,median,,,,,,,
EXP011155,gpt-4.1,Raw/Embedded,Zero-shot,9,major_axis_length,range,,,,,,,
EXP011156,gpt-4.1,Raw/Embedded,Zero-shot,9,major_axis_length,min,,,,,,,
EXP011157,gpt-4.1,Raw/Embedded,Zero-shot,9,major_axis_length,max,,,,,,,
EXP011158,gpt-4.1,Raw/Embedded,Zero-shot,9,major_axis_length,IQR,,,,,,,
EXP011159,gpt-4.1,Raw/Embedded,Zero-shot,9,major_axis_length,Q1,,,,,,,
EXP011160,gpt-4.1,Raw/Embedded,Zero-shot,9,major_axis_length,Q3,,,,,,,
EXP011161,gpt-4.1,Raw/Embedded,Zero-shot,9,minor_axis_length,mean,,,,,,,
EXP011162,gpt-4.1,Raw/Embedded,Zero-shot,9,minor_axis_length,median,,,,,,,
EXP011163,gpt-4.1,Raw/Embedded,Zero-shot,9,minor_axis_length,range,,,,,,,
EXP011164,gpt-4.1,Raw/Embedded,Zero-shot,9,minor_axis_length,min,,,,,,,
EXP011165,gpt-4.1,Raw/Embedded,Zero-shot,9,minor_axis_length,max,,,,,,,
EXP011166,gpt-4.1,Raw/Embedded,Zero-shot,9,minor_axis_length,IQR,,,,,,,
EXP011167,gpt-4.1,Raw/Embedded,Zero-shot,9,minor_axis_length,Q1,,,,,,,
EXP011168,gpt-4.1,Raw/Embedded,Zero-shot,9,minor_axis_length,Q3,,,,,,,
EXP011169,gpt-4.1,Raw/Embedded,Zero-shot,9,eccentricity,mean,,,,,,,
EXP011170,gpt-4.1,Raw/Embedded,Zero-shot,9,eccentricity,median,,,,,,,
EXP011171,gpt-4.1,Raw/Embedded,Zero-shot,9,eccentricity,range,,,,,,,
EXP011172,gpt-4.1,Raw/Embedded,Zero-shot,9,eccentricity,min,,,,,,,
EXP011173,gpt-4.1,Raw/Embedded,Zero-shot,9,eccentricity,max,,,,,,,
EXP011174,gpt-4.1,Raw/Embedded,Zero-shot,9,eccentricity,IQR,,,,,,,
EXP011175,gpt-4.1,Raw/Embedded,Zero-shot,9,eccentricity,Q1,,,,,,,
EXP011176,gpt-4.1,Raw/Embedded,Zero-shot,9,eccentricity,Q3,,,,,,,
EXP011177,gpt-4.1,Raw/Embedded,Zero-shot,9,orientation,mean,,,,,,,
EXP011178,gpt-4.1,Raw/Embedded,Zero-shot,9,orientation,median,,,,,,,
EXP011179,gpt-4.1,Raw/Embedded,Zero-shot,9,orientation,range,,,,,,,
EXP011180,gpt-4.1,Raw/Embedded,Zero-shot,9,orientation,min,,,,,,,
EXP011181,gpt-4.1,Raw/Embedded,Zero-shot,9,orientation,max,,,,,,,
EXP011182,gpt-4.1,Raw/Embedded,Zero-shot,9,orientation,IQR,,,,,,,
EXP011183,gpt-4.1,Raw/Embedded,Zero-shot,9,orientation,Q1,,,,,,,
EXP011184,gpt-4.1,Raw/Embedded,Zero-shot,9,orientation,Q3,,,,,,,
EXP011185,gpt-4.1,Raw/Embedded,Zero-shot,9,equivalent_diameter,mean,,,,,,,
EXP011186,gpt-4.1,Raw/Embedded,Zero-shot,9,equivalent_diameter,median,,,,,,,
EXP011187,gpt-4.1,Raw/Embedded,Zero-shot,9,equivalent_diameter,range,,,,,,,
EXP011188,gpt-4.1,Raw/Embedded,Zero-shot,9,equivalent_diameter,min,,,,,,,
EXP011189,gpt-4.1,Raw/Embedded,Zero-shot,9,equivalent_diameter,max,,,,,,,
EXP011190,gpt-4.1,Raw/Embedded,Zero-shot,9,equivalent_diameter,IQR,,,,,,,
EXP011191,gpt-4.1,Raw/Embedded,Zero-shot,9,equivalent_diameter,Q1,,,,,,,
EXP011192,gpt-4.1,Raw/Embedded,Zero-shot,9,equivalent_diameter,Q3,,,,,,,
EXP011193,gpt-4.1,Raw/Embedded,Zero-shot,9,circularity,mean,,,,,,,
EXP011194,gpt-4.1,Raw/Embedded,Zero-shot,9,circularity,median,,,,,,,
EXP011195,gpt-4.1,Raw/Embedded,Zero-shot,9,circularity,range,,,,,,,
EXP011196,gpt-4.1,Raw/Embedded,Zero-shot,9,circularity,min,,,,,,,
EXP011197,gpt-4.1,Raw/Embedded,Zero-shot,9,circularity,max,,,,,,,
EXP011198,gpt-4.1,Raw/Embedded,Zero-shot,9,circularity,IQR,,,,,,,
EXP011199,gpt-4.1,Raw/Embedded,Zero-shot,9,circularity,Q1,,,,,,,
EXP011200,gpt-4.1,Raw/Embedded,Zero-shot,9,circularity,Q3,,,,,,,
EXP011201,gpt-4.1,Raw/Embedded,Zero-shot,10,area,mean,,,,,,,
EXP011202,gpt-4.1,Raw/Embedded,Zero-shot,10,area,median,,,,,,,
EXP011203,gpt-4.1,Raw/Embedded,Zero-shot,10,area,range,,,,,,,
EXP011204,gpt-4.1,Raw/Embedded,Zero-shot,10,area,min,,,,,,,
EXP011205,gpt-4.1,Raw/Embedded,Zero-shot,10,area,max,,,,,,,
EXP011206,gpt-4.1,Raw/Embedded,Zero-shot,10,area,IQR,,,,,,,
EXP011207,gpt-4.1,Raw/Embedded,Zero-shot,10,area,Q1,,,,,,,
EXP011208,gpt-4.1,Raw/Embedded,Zero-shot,10,area,Q3,,,,,,,
EXP011209,gpt-4.1,Raw/Embedded,Zero-shot,10,area_convex,mean,,,,,,,
EXP011210,gpt-4.1,Raw/Embedded,Zero-shot,10,area_convex,median,,,,,,,
EXP011211,gpt-4.1,Raw/Embedded,Zero-shot,10,area_convex,range,,,,,,,
EXP011212,gpt-4.1,Raw/Embedded,Zero-shot,10,area_convex,min,,,,,,,
EXP011213,gpt-4.1,Raw/Embedded,Zero-shot,10,area_convex,max,,,,,,,
EXP011214,gpt-4.1,Raw/Embedded,Zero-shot,10,area_convex,IQR,,,,,,,
EXP011215,gpt-4.1,Raw/Embedded,Zero-shot,10,area_convex,Q1,,,,,,,
